,"ETH / Addresses, active, count","ETH / NVT, adjusted, 90d MA","ETH / NVT, adjusted, free float,  90d MA","ETH / NVT, adjusted","ETH / NVT, adjusted, free float","ETH / Flow, in, to exchanges, USD","ETH / Flow, out, from exchanges, USD","ETH / Fees, transaction, mean, USD","ETH / Fees, transaction, median, USD","ETH / Fees, total, USD","ETH / Miner revenue, USD","ETH / Capitalization, market, free float, USD","ETH / Capitalization, realized, USD","ETH / Capitalization, market, current supply, USD","ETH / Capitalization, market, estimated supply, USD","ETH / Volatility, daily returns, 30d","ETH / Volatility, daily returns, 180d","ETH / Difficulty, last","ETH / Difficulty, mean","ETH / Hash rate, mean","ETH / Revenue, per hash unit, USD","ETH / Block, size, mean, bytes","ETH / Issuance, continuous, percent, daily",ETH / Network distribution factor,"ETH / Transactions, count","ETH / Transactions, transfers, count","ETH / Transactions, transfers, value, mean, USD"
2023-05-02,433989.0,70.985297160843,64.49492273860116,72.530168829573,65.89854268387,193304006.52437884,341004640.7394565,17.12235191137969,8.249169441410016,19310674.09741357,2982531.592542582,206150655992.0887,167091725393.46695,226896396710.35184,225414891358.4834,0.0259947401831564,0.036284040574084,0.0,0.0,,,99673.64154127408,0.0,0.638252655525,1127805.0,1102997.0,3765.264279725748
2023-05-03,452869.0,72.45383507213467,65.73218312770155,74.467328281221,67.558881524195,183746174.9175356,269725061.4920106,15.42873271603318,7.1802171935113925,17236147.038785603,2185187.9206937407,209685563425.04608,167465108815.2706,231127622825.0409,229352550798.65195,0.0261222785292348,0.0359092891208936,0.0,0.0,,,105097.56056338028,0.0,0.637908338058,1117146.0,1060332.0,3817.618931896564
2023-05-04,450579.0,71.34613318194017,64.70755775794083,68.927212127177,62.513711127685,420980216.819162,294957057.129569,15.806070077133704,7.51504725722019,17548057.060334608,2418188.1558078257,206616895526.3432,167223451516.09308,227814447904.3093,225962157131.4147,0.0256857477732906,0.0359181140213438,0.0,0.0,,,100277.12677242736,0.0,0.638175237307,1110210.0,1091779.0,3912.9147837295154
2023-05-05,484924.0,75.21154571127364,68.20196543820572,53.455370414841,48.473426400715,620039290.300807,591759267.5097973,27.6093552021158,13.00281520103683,33367231.01080664,4237512.006294203,219747238219.65552,168731675259.64664,242332157821.14813,240221485070.9142,0.0277338561175321,0.0361106568638246,0.0,0.0,,,97049.16664328796,0.0,0.63840875984,1208548.0,1170492.0,5070.164474180869
2023-05-06,409975.0,70.98725291241544,64.31814803315676,54.247296299618,49.150875553702,566778290.788787,741506609.2362411,27.268299311881183,13.67282035715967,31237609.301215176,4119989.633790597,209108658633.61707,167602201692.29254,230790992752.90448,228741670543.5937,0.0289635415279857,0.0363016281402869,0.0,0.0,,,99876.99803066536,0.0,0.638952491294,1145565.0,1167543.0,4695.342474745013
2023-05-07,418074.0,71.03646589025341,64.2788222699769,96.851867190644,87.638424570288,161541356.3188433,207550442.25934005,23.231566436772194,11.682813766944207,25589268.419740893,3645415.0644316273,209052213627.8476,167391858324.9845,231029908735.47476,228713293235.59653,0.0289559170351265,0.0341589231549341,0.0,0.0,,,93940.55385264342,0.0,0.638557768761,1101487.0,1135841.0,2906.996469414696
2023-05-08,443090.0,68.87044890439537,62.33095583802925,55.427879892383,50.164806368022,499452967.9445984,608975144.0794797,21.332056305669497,10.277975906302547,24445683.24404501,3414322.688396386,203656117224.2064,166661993744.73676,225022832183.1672,222667341959.90503,0.0293470350873566,0.0307875427126227,0.0,0.0,,,99069.0756148981,0.0,0.638110886464,1145960.0,1115104.0,4877.02073059938
2023-05-09,454486.0,68.7785113414961,62.221871515361165,68.313856039364,61.801511697385,325027738.4266847,353925275.47964334,18.326616023052324,8.696081508146483,20648726.55948521,2903925.9610587736,203343823240.90952,166424226941.6342,224771211671.8528,222405391895.72232,0.0293317940542387,0.0280742637890235,0.0,0.0,,,104693.88596737909,0.0,0.638078515501,1126707.0,1143669.0,3747.6104477737504
2023-05-10,427187.0,68.20458826847582,61.66345710374853,46.673387725888,42.197196918673,390990881.4887118,472612038.17300826,19.63093167288727,9.027817657760382,21326553.39613291,3090384.4720274024,202601206067.22177,166152893302.9088,224092720251.8372,221695021098.3408,0.0288786793326381,0.0280547244577607,0.0,0.0,,,110750.16026452792,0.0,0.637292197821,1086375.0,1056205.0,5833.426589725361
2023-05-11,410161.0,66.63718127438841,60.24200751687361,58.396901005399,52.792547374471,351852519.4416928,419026356.4694009,19.911876705401813,9.463532205321348,21895856.27657464,3484819.2235367703,197466918468.30255,165367329130.1923,218429620526.5314,216041529963.318,0.0291781764512357,0.0280701702452447,0.0,0.0,,,108631.72564612326,0.0,0.638943017886,1099638.0,1081868.0,4458.315930746227
2023-05-12,462844.0,66.4737242160456,60.08803848479927,47.173619222859,42.64196538948,508471304.0460191,390256327.8679745,13.911340404099846,6.091347539903055,14897431.85730406,2593117.1282743504,198894614767.12204,165208550975.8654,220031575393.01172,217503571684.5365,0.0290384561564632,0.0279950037726732,0.0,0.0,,,111659.57871909787,0.0,0.638688441525,1070884.0,1017925.0,6181.417910738867
2023-05-13,502561.0,66.08733722227032,59.7205422663385,128.823885318139,116.413107433587,128257013.52042876,162946845.19833502,9.61739259045471,4.111422265759527,9564496.931207208,1593669.823994698,198003613196.37936,165012758038.5654,219112738430.5879,220992735318.10037,0.0276276242364066,0.0279782348128155,0.0,0.0,,,116493.96214689263,0.0,0.639513179177,994500.0,970507.0,2546.902135829482
2023-05-14,517669.0,66.47932655092114,60.08871025615456,152.707706584363,138.028009772348,137589599.64111194,156830194.34276912,9.267072978957346,4.413078287835106,9196216.938960236,1496928.8331311832,198098409272.9416,164826123530.14417,219166774975.4212,221103619643.86917,0.0261085547207321,0.0279760462730703,0.0,0.0,,,110652.43477027792,0.0,0.639778521543,992354.0,962907.0,2064.9880218006883
2023-05-15,479794.0,67.18622619855397,60.70651904132389,70.025621112528,63.272071404714,434085914.3082646,418242954.1741592,12.297603098823284,5.7042883784090765,13428011.07327022,2419355.893906589,200166644817.80063,165000136531.59924,221532080714.09595,223687818615.39224,0.0262689243042335,0.0278913464226551,0.0,0.0,,,117142.1032048567,0.0,0.640634615673,1091921.0,1024529.0,3972.819392276208
2023-05-16,438044.0,67.4771711565182,60.9763545021094,69.446797872902,62.756225454561,189097105.70089337,271737680.4481316,11.836167066029043,5.353541557930933,12695472.79502275,1863427.8655215376,200765681055.9531,164740425594.96835,222169730112.33145,224318528349.82205,0.0261241572054748,0.0278695103610649,0.0,0.0,,,129913.92476002258,0.0,0.64167155661,1072600.0,988507.0,4096.812248748175
2023-05-17,444194.0,67.3145669058017,60.811563154618895,53.071350139204,47.944329274336,277230970.3277512,256615069.29871443,11.285440427900197,4.870754851042576,11777316.348950224,1714214.845064379,200504800239.48596,163984978694.01553,221946174222.46173,219185718413.52652,0.0259689085789936,0.0278673375349809,0.0,0.0,,,129735.19411847871,0.0,0.642769760645,1043585.0,964027.0,5190.72083361394
2023-05-18,462763.0,66.58470744178183,60.10591205147593,86.719449817559,78.281512739903,203991478.35653844,231845655.1147965,11.235037288601331,4.929315183427578,11846245.787175825,1821414.650165868,198327045516.7079,163489605010.12088,219704648890.6689,216967095119.5865,0.0258022504542468,0.0278798625145337,0.0,0.0,,,116119.9801743532,0.0,0.643477154672,1054402.0,998087.0,3515.7609338508555
2023-05-19,452815.0,66.78655344172174,60.33015187375221,85.119659777077,76.890956894103,300970126.0019546,201585061.823399,9.778226212526167,4.356206027593395,10501795.39580068,1788493.1656385586,199513520388.86975,163529315378.2267,220865023175.82443,218085944881.81903,0.0213768029913794,0.0273942514375438,0.0,0.0,,,113343.98320158102,0.0,0.643972732434,1073998.0,990985.0,3554.355372521887
2023-05-20,567923.0,67.02446197837192,60.51585313844642,132.358384388118,119.505331558769,76294256.4028956,157749445.00336772,7.111420127092025,2.9210765145784814,7465369.72965765,975520.5768132636,200093832390.7086,163411962849.4816,221614350052.96973,218820170137.2189,0.0213761215593849,0.0272951858083482,0.0,0.0,,,112736.6977496484,0.0,0.645056570048,1049772.0,930189.0,2578.6933931805847
2023-05-21,505371.0,66.6680757057345,60.17626443840368,104.898263892208,94.683783809348,202193718.65659133,159184854.59329373,7.722634296803393,3.1489488424631613,7836481.371606868,1327148.0317631953,198690654011.9042,163148141841.7297,220125388096.27243,217270664396.93112,0.0194755291850781,0.0272574561508613,0.0,0.0,,,116251.45806906272,0.0,0.64526442324,1014742.0,935117.0,3524.9582757290927
2023-05-22,440863.0,67.21183417267807,60.67504128925107,94.643500069115,85.438797276376,211455526.1463783,268222530.6827069,9.886694908766565,4.409527221800205,10630510.513532706,1756858.768019141,200057555144.152,163174650158.56842,221610648062.6692,218677538663.1316,0.0193279066222341,0.0271005438070297,0.0,0.0,,,115337.71983122364,0.0,0.645256031029,1075234.0,1013937.0,3064.68560499456
2023-05-23,443650.0,68.3730872727866,61.64852401838432,59.052043665731,53.24421460943,258817695.0393505,279268724.49126834,11.041494203946929,5.156034176591253,12291004.895536585,1975503.583683594,203808592678.16415,163291535045.6917,226039843062.1364,223047178206.50552,0.0196613696815983,0.027111650194655,0.0,0.0,,,112150.29137299124,0.0,0.64558268667,1113165.0,1070305.0,5497.337237337381
2023-05-24,457565.0,66.34302283770985,59.88011544917859,74.967802839692,67.664699270537,300314260.1466883,280347856.25296694,9.431538017923003,4.162429812314963,9948603.226679595,1698132.3601512844,198145947168.2206,162566896772.1364,219531993209.6296,216616744816.57043,0.0202842505977898,0.0272111503904409,0.0,0.0,,,123715.52952755906,0.0,0.646068671128,1054823.0,982207.0,4016.331627397977
2023-05-25,457572.0,66.66112777845426,60.15801838449384,90.231039208593,81.428573089892,271703774.4979968,351368634.85371155,8.309448187690723,3.4988774586328866,8830924.22760563,1818174.9501283,198758347744.56827,162526495454.89813,220244216346.2328,217307417207.50363,0.020119225904475,0.0272105852865437,0.0,0.0,,,127320.36624472574,0.0,0.646299794068,1062757.0,983456.0,3250.123029734185
2023-05-26,455923.0,67.02067999719807,60.443875603409154,56.213605295406,50.697309633932,252283286.93277252,348359469.4682871,7.159800431328732,3.0927943262536783,7585880.154997104,1537046.4086777752,201104363275.7985,163116006892.50296,222986217256.8459,219984074540.56564,0.0202669938375923,0.0272125885812323,0.0,0.0,,,129802.14494382024,0.0,0.646870291664,1059510.0,1001248.0,5654.994454331844
2023-05-27,484035.0,67.11273662522258,60.545113138025314,122.800560620885,110.783350673412,90982441.00949484,166919465.45577374,6.2304380558578965,2.52867479406866,6122153.0424470855,1202672.785320743,201364191998.68524,163060844516.96503,223207147248.2061,220165395462.9602,0.0197933276015294,0.0271430796521136,0.0,0.0,,,124596.79132753298,0.0,0.647089460835,982620.0,942956.0,2488.9731411597263
2023-05-28,425748.0,70.38263960547754,63.501657382053295,109.100923530519,98.434635372236,297061822.6049481,377845844.5998942,7.601867765593213,3.127904115737085,7366179.457388761,1539818.1114370867,210253574634.12943,163840516461.0479,233036462028.14767,229845179931.37875,0.0213380390684229,0.0271645400604783,0.0,0.0,,,129549.47489481066,0.0,0.646862201471,968996.0,949352.0,3007.342389914806
2023-05-29,452820.0,69.6724452642484,62.84003425187261,77.922917369778,70.281425862849,432987604.4639787,325546140.1166775,8.461203510012785,3.6613112638496856,9157095.192693785,1872631.97148497,208378282330.3835,163917656914.7736,231034636482.38077,227868103612.9265,0.0213677998886496,0.0267775949975949,0.0,0.0,,,121193.48980739492,0.0,0.64757449814,1082245.0,1044532.0,3693.7128326608536
2023-05-30,495826.0,69.86550336662123,62.99698381665758,83.779673760184,75.543243771385,248907360.7684671,264921053.09722716,9.092580726679746,4.455700887916994,10827345.110942246,1563014.9903323115,208992206033.27872,163950583648.2728,231778488263.9851,228583318051.1638,0.0212822756863923,0.026737961786863,0.0,0.0,,,122123.4695945946,0.0,0.64744029011,1190789.0,1025254.0,3527.0834372914032
2023-05-31,485069.0,68.48085523763362,61.70752692010174,58.49537353315,52.709692723209,294484663.91723853,324284286.5201004,8.40355250964464,3.6866147857934735,9228352.784913752,1538223.64856024,205845646275.7297,163657088096.05515,228440299060.39447,225224188141.236,0.0207630411944012,0.0267546977919658,0.0,0.0,,,124270.12984086748,0.0,0.64789130215,1098149.0,1015937.0,4889.171619924069
2023-06-01,441317.0,67.80029904248929,60.92188150181398,55.37973829318,49.76140078356,206646519.30802864,257755690.51740628,8.712179877070188,4.008336941917208,9332312.840720044,1542616.20938566,204063839092.7394,163005783203.02393,227103775739.98904,223888077608.11185,0.0204040268826164,0.0265663722323777,0.0,0.0,,,113935.07832089029,0.0,0.648201476216,1071180.0,992209.0,5728.97236663296
2023-06-02,519378.0,68.93374376591765,62.05232059929765,65.356005115895,58.83173553307,356748867.27723753,392587684.6225381,7.068893194338591,2.860534782052182,7796960.917782688,1251078.8464757034,209385307809.08453,163180832099.58612,232605533805.33203,229302566318.54205,0.0206325020525775,0.0265286467227079,0.0,0.0,,,124334.9981664316,0.0,0.648635674475,1102996.0,978579.0,4759.235672001077
2023-06-03,520913.0,68.27642354286607,61.53298963407644,137.87944777143,124.261556042768,165069515.8427355,190936232.0487513,5.84708677573516,2.423225412582213,5869270.622962299,1045363.0751484812,207991438431.98755,162970978516.4251,230785333657.96332,227486304235.62875,0.0204990325057455,0.0265007777332743,0.0,0.0,,,127685.03774116322,0.0,0.648798540229,1003794.0,942288.0,2394.294885339019
2023-06-04,499027.0,68.51635436280831,61.75232026874775,160.10349425403,144.2978445842,150448054.91454193,167172788.29205623,5.5069227802622205,2.336837139791942,5300159.857554494,882085.0082886708,208079123284.0496,162977294499.0925,230871048802.4797,227524808293.04044,0.01696174587615,0.0264960729758268,0.0,0.0,,,126344.06191819464,0.0,0.648492701498,962454.0,912389.0,2024.694810783327
2023-06-05,553238.0,64.79596098322665,58.3609042501972,36.035505227981,32.456724744958,793509144.3497685,1342638186.044801,7.014129383725808,2.755485318625384,8077548.553721861,1322903.9183302978,199220076216.8503,162669564888.24387,221186707976.32227,217957179471.816,0.0164164968492846,0.0266009478081706,0.0,0.0,,,126886.67514843088,0.0,0.648175810043,1151611.0,996547.0,7237.358227342974
2023-06-06,521357.0,66.66652617809434,60.044297937961694,41.785778094735,37.635044951753,808654552.8043629,728665811.4087403,5.983579541727821,2.508377628374395,6552881.233645973,1151619.861056501,207003155064.7237,163281859627.01227,229833335220.75647,226422244245.57452,0.0179454407344593,0.0265937436077303,0.0,0.0,,,124526.7096546864,0.0,0.647765218769,1095144.0,962858.0,7271.742193845075
2023-06-07,534813.0,64.79095731443992,58.34793174408817,51.473317359519,46.354641641723,304434063.01625466,452227897.0552355,5.244622351112384,2.2129294699959856,5618338.405985599,1019881.8111476748,201345414833.016,162706943569.51627,223578827697.2799,220255547039.65015,0.0179924335203574,0.026657436411264,0.0,0.0,,,121020.89575398504,0.0,0.647893359224,1071257.0,983591.0,5305.340923366311
2023-06-08,506911.0,65.70151196164335,59.1637029256492,71.991689772412,64.827959351941,162539599.2489169,257392351.9635908,5.74430821271321,2.419334662359545,5793605.865794715,1138232.1780109024,203018920523.09573,162668109340.14957,225453265694.859,222095901214.53036,0.018060979024569,0.0266614860287324,0.0,0.0,,,120772.73251377702,0.0,0.647884869375,1008582.0,906431.0,4255.248726859278
2023-06-09,568105.0,66.95654015064619,60.3235656598864,101.651787768023,91.581767517747,328491619.7555473,315355540.7089958,4.963867833586398,1.8986192323992743,5197050.488936953,1117032.168330727,202160001060.09613,162586588488.05127,224388828474.64117,221035198753.60748,0.0180733713254105,0.0266637981204095,0.0,0.0,,,124599.3128169014,0.0,0.647866679116,1046976.0,933914.0,2995.012787139917
2023-06-10,645860.0,63.99008079989091,57.626302632565135,57.83095321329,52.079696880215,411094881.3710176,409314461.0434829,4.409755003214117,1.7401322781124764,5311254.447786188,893141.8058170378,192752376584.8514,161571167873.15897,214038374640.8442,210749678297.83728,0.0195278769398107,0.0269143793012525,0.0,0.0,,,121489.75355383533,0.0,0.64772235117,1204433.0,901005.0,5444.800814343875
2023-06-11,722849.0,65.00657674816898,58.50123235936532,138.64610344018,124.771497267051,318311662.86607265,171195512.50334176,3.485312025477324,1.42421144999883,3855009.527955781,653362.3138479042,192600287550.95685,161612794430.17697,214017463726.06717,210619176276.21515,0.0194750418019364,0.0267982490848895,0.0,0.0,,,123524.98210007048,0.0,0.647584075056,1106073.0,822589.0,2373.4980782356206
2023-06-12,527638.0,65.12855097173795,58.5995643324983,54.808095957106,49.313711069265,545904239.1630565,487537778.0668699,4.159121072108936,1.6312130460431813,4059131.642414365,828147.4756693896,191548818822.942,161453914382.3086,212890610235.6053,209490380053.53757,0.019480438836702,0.0267908879094559,0.0,0.0,,,129239.52808672392,0.0,0.648461743727,975959.0,861925.0,6434.096382564999
2023-06-13,532082.0,65.43917037942818,58.855090285102975,71.04084529622,63.893159702304,509760983.86693245,437075559.15675706,4.059361386646742,1.539809860347616,3866269.743568117,750418.0850288187,190867256044.11075,161179694092.47733,212219449968.0505,208825046808.96304,0.0194826215434085,0.0266585807838375,0.0,0.0,,,128065.16842401236,0.0,0.648359134797,952433.0,840070.0,4384.623267479341
